headline,cleaned_headline,char_count,word_count,avg_word_length,quote_count,exclamation_count,question_mark_count,is_sarcastic
"
It really cracks me up, Falwell talking bout ""first-class nuts"". He's the posterboy for ""Private-Lear-Jet Nuts"".",it really cracks me up falwell talking bout firstclass nuts he is the posterboy for privatelearjet nuts,114,16,6.0625,5,0,0,1
"Supreme Court Empowers Foreign Governments to Sway Federal Elections? The Washington Independent
Good bye! America! The greedy savages within have finally destroyed you.",supreme court empowers foreign governments to sway federal elections the washington independent good bye america the greedy savages within have finally destroyed you,170,23,6.391304347826087,0,2,1,1
"Balloon Juice Blog Archive BoBo Brooks, New King of the Media Village Courtiers?",balloon juice blog archive bobo brooks new king of the media village courtiers,80,13,5.230769230769231,0,0,1,1
"You've said this on other forums as well: you don't have $10,000. You're only making a fool of yourself.",you have said this on other forums as well you do not have you are only making a fool of yourself,104,19,4.526315789473684,3,0,0,1
"I wonder if I can convince a judge that all other legal documents should be read in an ""enlightened"" way. I can perhaps get out of contracts and speeding tickets if I just show them the light and error of their ways! 
Your supercilious post amazes me.",i wonder if i can convince a judge that all other legal documents should be read in an enlightened way i can perhaps get out of contracts and speeding tickets if i just show them the light and error of their ways your supercilious post amazes me,252,47,4.340425531914893,2,1,0,1
"Do you think that dinosaurs did not exist nowadays for two of them would not fit in Noah's ark ? and what happened to the dragons??
emoticonXConfused",do you think that dinosaurs did not exist nowadays for two of them would not fit in noahs ark and what happened to the dragons emoticonxconfused,150,27,4.555555555555555,1,0,3,1
"So in other words, your internal evidence trumps their internal evidence.
Seriously? Would any Muslim accept that ""fulfilled prophecies concerning Christ are the signature of God?"" Of course not.
You are so trapped by circular reasoning that it's amazing.",so in other words your internal evidence trumps their internal evidence seriously would any muslim accept that fulfilled prophecies concerning christ are the signature of god of course not you are so trapped by circular reasoning that it is amazing,257,39,5.564102564102564,3,0,2,1
"Yeah, I'll get out of the kitchen, but like you maybe I should come back under another name? Huh, Jason?",yeah i will get out of the kitchen but like you maybe i should come back under another name huh jason,104,20,4.25,1,0,2,1
So they haven't gone into bankruptsy yet? I guess the illegal loans are helping after all. emoticonXRolleyes,so they have not gone into bankruptsy yet i guess the illegal loans are helping after all emoticonxrolleyes,108,17,5.411764705882353,1,0,1,1
"That's like looking at a rainbow and insisting it only has the color red in it.
",that is like looking at a rainbow and insisting it only has the color red in it,81,16,4.0,1,0,0,1
"Are you trying to be funny in a ""I'm the one who drew attention to this aspect in the first place, but now I'm going to criticize you for talking about what I drew attention to"" type mentality?
",are you trying to be funny in a i am the one who drew attention to this aspect in the first place but now i am going to criticize you for talking about what i drew attention to type mentality,195,38,4.105263157894737,4,0,1,1
"Wow, someone with similar mental abilities (or rather disabilities) as Archie! emoticonXBounceremoticonXBounceremoticonXBounceremoticonXBouncer",wow someone with similar mental abilities or rather disabilities as archie emoticonxbounceremoticonxbounceremoticonxbounceremoticonxbouncer,143,12,11.0,0,1,0,1
"I have no idea what youre talking about, moreno. English is a foreign language? Maybe it is to you, I dont know.
",i have no idea what youre talking about moreno english is a foreign language maybe it is to you i dont know,114,22,4.136363636363637,0,0,1,1
"Have another Midol, O stiff-necked ones.
And speaking of fathers, at best you godless (evolution-minded) heathens are the descendants of a tribe of lice-infected, large-foreheaded, knuckle-dragging, rump-sniffing troglodytes.
Which explains the quality of your world views.
emoticonXBouncer",have another midol o stiffnecked ones and speaking of fathers at best you godless evolutionminded heathens are the descendants of a tribe of liceinfected largeforeheaded knuckledragging rumpsniffing troglodytes which explains the quality of your world views emoticonxbouncer,293,37,6.864864864864865,0,0,0,1
"You would do well has Obama's misinformed press secretary because you're full of folly yourself.
Christ is Risen indeed!",you would do well has obamas misinformed press secretary because you are full of folly yourself christ is risen indeed,121,19,5.368421052631579,2,1,0,1
From the Catholic Educators Resource Center...Yeah...I am sure there would be no myths in there...sure you're right. emoticonXRolleyes,from the catholic educators resource centeryeahi am sure there would be no myths in theresure you are right emoticonxrolleyes,134,18,6.5,1,0,0,1
"The fact that YOU could see no alternative except for ALL and EACH shows a shortcoming in YOUR mental abilities, not mine.
Here are just a few alternatives to ALL you apparently didn't know exist.
SOME
MANY
MOST
FEW
It's no my fault your vocabulary and mental abilities are so limited.
",the fact that you could see no alternative except for all and each shows a shortcoming in your mental abilities not mine here are just a few alternatives to all you apparently did not know exist some many most few it is no my fault your vocabulary and mental abilities are so limited,293,51,4.607843137254902,2,0,0,1
"Again, key word ""genetic"". My hair has the genetic characteristics of a human, but that doesn't make getting a haircut murder does it?
",again key word genetic my hair has the genetic characteristics of a human but that does not make getting a haircut murder does it,136,23,4.869565217391305,3,0,1,1
"Cower in fear of your god Easy, I'm not afraid, and nothing that you say is going to make me fear things which I believe to be imaginary. 
Thankfully, our nation does not make laws based on your Phelpsian beliefs that god punishes the masses for the sins of others.",cower in fear of your god easy i am not afraid and nothing that you say is going to make me fear things which i believe to be imaginary thankfully our nation does not make laws based on your phelpsian beliefs that god punishes the masses for the sins of others,266,50,4.3,1,0,0,1
"I did not know that Obama was of low IQ and a conservative, for he is most assuredly a racism and bigot.",i did not know that obama was of low iq and a conservative for he is most assuredly a racism and bigot,104,22,3.772727272727273,0,0,0,1
It's nice to see you beginning to give your sources. All translated into English and everything!,it is nice to see you beginning to give your sources all translated into english and everything,96,16,5.0625,1,1,0,1
"That's a great way to get more people to respond to your post. emoticonXRolleyes 
Apparently the fish in this pond are too smart to take the lure you're casting. :p 
Waxy",that is a great way to get more people to respond to your post emoticonxrolleyes apparently the fish in this pond are too smart to take the lure you are casting p waxy,172,31,4.451612903225806,2,0,0,1
"Once again I have to use this analogy...
Judging by your comments... You where they type of child, when you were younger, that when told to do something by an adult, like to go to bed..you would not do it laughing that they didnt say When...and continue to run around. Well GIGGLE GIGGLE! Welcome to the real world where two words can have the same meaning...ya know like ""silence"" and ""quietness"" I think you understand.",once again i have to use this analogy judging by your comments you where they type of child when you were younger that when told to do something by an adult like to go to bedyou would not do it laughing that they didnt say whenand continue to run around well giggle giggle welcome to the real world where two words can have the same meaningya know like silence and quietness i think you understand,422,75,4.626666666666667,4,1,0,1
I am un-aware of a conservative nazi party. Did Howard Dean tell you this?,i am unaware of a conservative nazi party did howard dean tell you this,74,14,4.357142857142857,0,0,1,1
CNN and CBS Left wing? you wouldn't know left wing if it came up and socked you one with rolled up Socialist Worker!,cnn and cbs left wing you would not know left wing if it came up and socked you one with rolled up socialist worker,116,23,4.086956521739131,1,1,1,1
Uhuh! And you've got a bridge in Brooklyn you want to sell me. . . .,uhuh and you have got a bridge in brooklyn you want to sell me,68,16,3.3125,1,1,0,1
"No, you shot off a smart remark while failing to address any of the issues. Par fro the course for you. It seems like maybe you would be more comfortable on a blogging page than a forum page, especially a blogging page without a space for reader responses.",no you shot off a smart remark while failing to address any of the issues par fro the course for you it seems like maybe you would be more comfortable on a blogging page than a forum page especially a blogging page without a space for reader responses,256,48,4.354166666666667,0,0,0,1
"He was referring to the mimivirus which does NOT act like any other virus. Some of you people need to study a little harder :) 
",he was referring to the mimivirus which does not act like any other virus some of you people need to study a little harder,129,25,4.08,0,0,0,1
"emoticonXBanghead 
Sez-you...
emoticonXRolleyes 
And I thought you didn't know what you were talking about",emoticonxbanghead sezyou emoticonxrolleyes and i thought you did not know what you were talking about,109,14,6.5,1,0,0,1
"Actually, I think people are starting to ignore the drivel more and more...
But if you insist...
",actually i think people are starting to ignore the drivel more and more but if you insist,99,17,4.705882352941177,0,0,0,1
"You can take anything you want, but you won't take that one very far, especially because you cannot find a single post of mine advocating equality of outcome.
Harrison Bergeron must be unknown to you - unless your last name is Glampers.emoticonXAngel",you can take anything you want but you will not take that one very far especially because you cannot find a single post of mine advocating equality of outcome harrison bergeron must be unknown to you unless your last name is glampersemoticonxangel,251,42,4.976190476190476,1,0,0,1
"On his own parking lot?
Let me ask you slim, ever have a fender bender or something at the local Costco and called the police? What did they tell you?",on his own parking lot let me ask you slim ever have a fender bender or something at the local costco and called the police what did they tell you,151,30,4.033333333333333,0,0,3,1
"Well looky here, the troll shows up after almost 4 weeks; the last time you posted was on 03-31-2010, only to beat his chest and start making demands as if he's some authority figure around here. And he's not even old enough to buy a legal beer yet. emoticonXSmilie emoticonXRolleyes emoticonXSmilie",well looky here the troll shows up after almost weeks the last time you posted was on only to beat his chest and start making demands as if he is some authority figure around here and he is not even old enough to buy a legal beer yet emoticonxsmilie emoticonxrolleyes emoticonxsmilie,299,51,4.882352941176471,2,0,0,1
"Oh well. Keep trying and you will get there one day.
",oh well keep trying and you will get there one day,54,11,3.8181818181818183,0,0,0,1
"That was someone else you were posting to about them ""hammering"" porn, whatever that means.
Gay men watch hetero porn and thats the reason for so much gayness? Real logical.",that was someone else you were posting to about them hammering porn whatever that means gay men watch hetero porn and thats the reason for so much gayness real logical,174,30,4.8,2,0,1,1
I guess the European union is a great failure? Is that why the Euro is trending 1.5 dollars as liberalism creats misery?,i guess the european union is a great failure is that why the euro is trending dollars as liberalism creats misery,120,22,4.5,0,0,2,1
"Yeah, yeah, yeah...I don't think that I could ever be drunk enough to think Waxy was a ""chick"". :)",yeah yeah yeahi do not think that i could ever be drunk enough to think waxy was a chick,98,19,4.2105263157894735,3,0,0,1
"You really do hate the truth, don't you lyte! And you're a teacher? What a scary thought that is based on your twisted world view. emoticonXDonno I have my own video for you to watch, one which doesn't tell you lies by pointing to a couple examples of why 10,000 emails don't expose the fraud which has been perpetrated on humanity for a generation now.
YouTube - John Coleman - Global Warming Scam
Here's another video where he sues Al Gore: YouTube - Al Gore sued by over 30.000 Scientists for Global Warming fraud / John Coleman",you really do hate the truth do not you lyte and you are a teacher what a scary thought that is based on your twisted world view emoticonxdonno i have my own video for you to watch one which does not tell you lies by pointing to a couple examples of why emails do not expose the fraud which has been perpetrated on humanity for a generation now youtube john coleman global warming scam heres another video where he sues al gore youtube al gore sued by over scientists for global warming fraud john coleman,533,97,4.484536082474227,5,1,1,1
"You mus think you're pretty smart huh? Well guess what? You're confusing common, most common, majority, and norm. Lefthandedness is considerd common and the norm. You're using a superstistion from 300 years ago to qualify left handedness as deviant. Good try though.
Also left handed is genetic. It's not a gene but it's genetically related to the person's physical characteristics.",you mus think you are pretty smart huh well guess what you are confusing common most common majority and norm lefthandedness is considerd common and the norm you are using a superstistion from years ago to qualify left handedness as deviant good try though also left handed is genetic it is not a gene but it is genetically related to the persons physical characteristics,383,60,5.383333333333334,6,0,2,1
"I'm sorry, did Article V have a clause I'm missing that says you can only amendment the constitution if it accomplishes more freedom? Is there anywhere in the history of that provision that supports this? Can you point to ANYTHING that supports your incorrect viewpoint? 
",i am sorry did article v have a clause i am missing that says you can only amendment the constitution if it accomplishes more freedom is there anywhere in the history of that provision that supports this can you point to anything that supports your incorrect viewpoint,273,45,5.022222222222222,2,0,3,1
"Yet another non-response. (We're not going to have to start counting these, are we?) It fails to address your dilemma of the ""just are"" theories.
",yet another nonresponse we are not going to have to start counting these are we it fails to address your dilemma of the just are theories,147,25,4.84,3,0,1,1
"Trebor can't cough up the missing link so he changes the goalposts.
And FYI, Jesus is risen. You'll see him soon enough I suspect.
Now, who's yo (evolutionary) daddy?",trebor cannot cough up the missing link so he changes the goalposts and fyi jesus is risen you will see him soon enough i suspect now who is yo evolutionary daddy,168,29,4.758620689655173,3,0,1,1
"its a big-ish book but yes, considering underneath those X's is ""dwarf"".
are you a dwarf gansao?",its a bigish book but yes considering underneath those xs is dwarf are you a dwarf gansao,97,17,4.705882352941177,3,0,1,1
"Repent, you Christ-denying, gay bashing radical heathen.. well, you already are going to end up in the Pit.",repent you christdenying gay bashing radical heathen well you already are going to end up in the pit,107,18,5.0,0,0,0,1
"Poor little poopie. 
If your gay sex agenda wasn't of the devil himself you might be better received in the world.",poor little poopie if your gay sex agenda was not of the devil himself you might be better received in the world,115,21,4.428571428571429,1,0,0,1
"People who don't agree with you must be banned or better still shot, right ??",people who do not agree with you must be banned or better still shot right,77,15,4.2,1,0,2,1
"I can neither confirm nor deny at this particular juncture that I may or may not be either male or female. :)
",i can neither confirm nor deny at this particular juncture that i may or may not be either male or female,111,22,4.0,0,0,0,1
"""thats just the way it is"" isn't much of an argument!
So, basically you don't care that some people can have rights, while others who should have them don't get them. So, I take it you liked segregation, prohabition and prefer women barefoot in the kitchen rather than at the polls voting for anything. Wow! all I an say is wow.",thats just the way it is is not much of an argument so basically you do not care that some people can have rights while others who should have them do not get them so i take it you liked segregation prohabition and prefer women barefoot in the kitchen rather than at the polls voting for anything wow all i an say is wow,329,61,4.39344262295082,5,2,0,1
"Winning any political election has never been about electing the ""best"" man for the office, it simply means you appeal to the majority of people that showed up to vote. Smartest and most popular aren't necessarily the same person, if you went to school you probably remember that. ;)",winning any political election has never been about electing the best man for the office it simply means you appeal to the majority of people that showed up to vote smartest and most popular are not necessarily the same person if you went to school you probably remember that,283,49,4.795918367346939,3,0,0,1
"Well, Merkel is a way better looking guy than Schroeder , thats for sure !
But Schroeder is the King of hair dyes....I will get my advise from the best.",well merkel is a way better looking guy than schroeder thats for sure but schroeder is the king of hair dyesi will get my advise from the best,153,30,4.1,0,1,0,1
"That's right...if there was any possibility we didn't do it the Soviets would have jumped right on top of us and shouted, ""Wait a minute! it was a hoax!""
",that is rightif there was any possibility we did not do it the soviets would have jumped right on top of us and shouted wait a minute it was a hoax,155,29,4.310344827586207,4,2,0,1
"Point taken,however since he likes inflicting said pain on himself what can you do?I think he likes it.emoticonXHoho",point takenhowever since he likes inflicting said pain on himself what can you doi think he likes itemoticonxhoho,116,18,5.5,0,0,1,1
"I guess the guys that fought and beat the mighty British Empire and that founded the country that you live in were cowards.
It's truly amazing to see that someone who loathes Bush can't see the connection between the 2nd amendment and protection against dictatorship.",i guess the guys that fought and beat the mighty british empire and that founded the country that you live in were cowards it is truly amazing to see that someone who loathes bush cannot see the connection between the nd amendment and protection against dictatorship,268,45,4.955555555555556,2,0,0,1
Were you drunk or were you high on hallucinogens...speed? lsd? crack?,were you drunk or were you high on hallucinogensspeed lsd crack,69,11,5.363636363636363,0,0,3,1
"If the rejecting of the ""lifestyle"" results in death, beatings, job displacement, eviction, insults or inequality, then what would YOU call it? ""Religious moral code?""",if the rejecting of the lifestyle results in death beatings job displacement eviction insults or inequality then what would you call it religious moral code,167,25,5.72,4,0,2,1
"Coming from the person that thinks ""because I think it is"" is a good argument for constitutional understanding. At least I can actually read a phrase and not construe it to go beyond what it says.
Should we bring up your 9th amendment arguments again? I actually have history, tradition, and founding fathers notes on my side...you merely have your opinion.",coming from the person that thinks because i think it is is a good argument for constitutional understanding at least i can actually read a phrase and not construe it to go beyond what it says should we bring up your th amendment arguments again i actually have history tradition and founding fathers notes on my sideyou merely have your opinion,358,61,4.868852459016393,2,0,1,1
"Of course I can't. Can you guarantee that the apparent mugging about to happen isn't some poor slob about to ask directions? 
Big guy, dark parking lot, bang bang. Better safe than sorry, eh?",of course i cannot can you guarantee that the apparent mugging about to happen is not some poor slob about to ask directions big guy dark parking lot bang bang better safe than sorry eh,192,34,4.617647058823529,2,0,2,1
"The Raw Story | Peanut execs won't say if they eat their own products
Oh my! Another Republican pleads the Fifth.",the raw story peanut execs will not say if they eat their own products oh my another republican pleads the fifth,114,21,4.428571428571429,1,1,0,1
Er . . . how do you know that god hasn't told anyone to kill enmasse (in the last 2000 years)? Does he run all his orders by you?,er how do you know that god has not told anyone to kill enmasse in the last years does he run all his orders by you,129,29,3.4827586206896552,1,0,2,1
In England we have a sack with a couple of bricks inside it.,in england we have a sack with a couple of bricks inside it,60,13,3.6923076923076925,0,0,0,1
"And refusing to donate your resources is killing, so I have killed someone by not donating my blood etc.
",and refusing to donate your resources is killing so i have killed someone by not donating my blood etc,106,19,4.526315789473684,0,0,0,1
No I think YOU are the imbecile. And it's great to see you follow your buddy EZ and his ways.. I suppose you've been training with him for some time now.. You're almost identical twins .. give it a bit more time and we won't be able to tell you apart.,no i think you are the imbecile and it is great to see you follow your buddy ez and his ways i suppose you have been training with him for some time now you are almost identical twins give it a bit more time and we will not be able to tell you apart,251,51,3.9411764705882355,4,0,0,1
And here I thought that could be thrown onto the errors of 'The Great Awakening'.,and here i thought that could be thrown onto the errors of the great awakening,81,15,4.466666666666667,2,0,0,1
"No, no, no. If humans were created 4,000 years ago, then the earth was created 4,000 years and a few days ago. At least try and get it right.",no no no if humans were created years ago then the earth was created years and a few days ago at least try and get it right,141,29,3.896551724137931,0,0,0,1
"Right, uh huh. That sounds like a big rationalizing to me.",right uh huh that sounds like a big rationalizing to me,58,11,4.363636363636363,0,0,0,1
Good point. emoticonXAgreeemoticonXAgree The poor guy would be like a midget that got his stepladder taken from him!,good point emoticonxagreeemoticonxagree the poor guy would be like a midget that got his stepladder taken from him,116,18,5.5,0,1,0,1
"
Now that is a diaper load. How's that free speech thing doing up there by the way.",now that is a diaper load how is that free speech thing doing up there by the way,84,17,3.8823529411764706,1,0,0,1
"Ah yes, your diversionary tactics. I am sure if I provided it, you would move the goal posts, or demand evidence that you know is not yet available.. 
So, since this thread is about Jesus, and if a 'historical' Jesus actually existed, where is your evidence besides religious articles, forgeries, and accounts taken from Christians?
What?? No where to be found?? Gasp.",ah yes your diversionary tactics i am sure if i provided it you would move the goal posts or demand evidence that you know is not yet available so since this thread is about jesus and if a historical jesus actually existed where is your evidence besides religious articles forgeries and accounts taken from christians what no where to be found gasp,370,62,4.935483870967742,2,0,5,1
Looks like someone couldn't grip with the fact that he was a closest racist. emoticonXCry,looks like someone could not grip with the fact that he was a closest racist emoticonxcry,89,15,5.0,1,0,0,1
"Ever think about trying to swallow some of it? might be an eye opener,unless you are afraid you might gag.emoticonXRolleyes",ever think about trying to swallow some of it might be an eye openerunless you are afraid you might gagemoticonxrolleyes,123,20,5.2,0,0,1,1
"We're laughing even harder. We don't go to church because of people like you and we're not religious and would rather spend the day ""sinning"" than worshipping something we don't believe in. 
Guess you forgot how God said ""Love thy neighbor""",we are laughing even harder we do not go to church because of people like you and we are not religious and would rather spend the day sinning than worshipping something we do not believe in guess you forgot how god said love thy neighbor,241,41,4.853658536585366,8,0,0,1
"B.S. simone. He was the perfect age for Vietnam. Why hasn't he released his draft card? I know, they only sent them to citizens.",bs simone he was the perfect age for vietnam why has not he released his draft card i know they only sent them to citizens,128,24,4.375,1,0,1,1
...Because everyone knows there are no married men sexually abusing children. emoticonXConfused,because everyone knows there are no married men sexually abusing children emoticonxconfused,95,12,7.0,0,0,0,1
"Good, associate yourself with him. After all, having a best pal who weaves a web of contridictions and lies can't hurt you right?",good associate yourself with him after all having a best pal who weaves a web of contridictions and lies cannot hurt you right,129,23,4.6521739130434785,1,0,1,1
"That one's out. You don't allow Socialists to create a Democracy. They have no experience with democracies. :) 
",that ones out you do not allow socialists to create a democracy they have no experience with democracies,113,18,5.166666666666667,2,0,0,1
"To use WMD's one actually has to have them my neo-liberal friend. But I guess that kind of basic logic just goes way over your head.
*whoooooosh*",to use wmds one actually has to have them my neoliberal friend but i guess that kind of basic logic just goes way over your head whoooooosh,146,27,4.407407407407407,1,0,0,1
"Why cant you drive a tank? Just go buy one surplus, replace the engine, buy some land to drive it on (the treads are real hard on the pavement). The only limiting factor is cost, so go right ahead and enjoy.",why cant you drive a tank just go buy one surplus replace the engine buy some land to drive it on the treads are real hard on the pavement the only limiting factor is cost so go right ahead and enjoy,207,41,4.073170731707317,0,0,1,1
"If you arent smart enough to figure out what I said there, then you're hopeless. Do you not understand the meaning of YOUR? Do you not understand the meaning of the word TOP?",if you arent smart enough to figure out what i said there then you are hopeless do you not understand the meaning of your do you not understand the meaning of the word top,174,33,4.303030303030303,1,0,2,1
"Three days? Non Christians supposedly spend an eternity in hell, not the weekend.
",three days non christians supposedly spend an eternity in hell not the weekend,83,13,5.3076923076923075,0,0,1,1
"I think, perhaps, they are sending the message to the priests that molestation of little boys is totally unacceptable. Stick with little girls.
Yeah....that's the ticket. emoticonXClown",i think perhaps they are sending the message to the priests that molestation of little boys is totally unacceptable stick with little girls yeahthat is the ticket emoticonxclown,186,27,5.888888888888889,1,0,0,1
"Atheism is a religion? Pray tell, where would I find the atheist church?
Ridiculous.",atheism is a religion pray tell where would i find the atheist church ridiculous,85,14,5.071428571428571,0,0,2,1
"Evidence? We're talking religion here. Religion. If there were evidence, then it would be science.",evidence we are talking religion here religion if there were evidence then it would be science,98,15,5.6,1,0,1,1
Too late. I am a child of the 70's. My mind evaporated decades ago.emoticonXDonno,too late i am a child of the s my mind evaporated decades agoemoticonxdonno,81,14,4.857142857142857,1,0,0,1
"Gee, where does the analogy with computers show this? NOWHERE!
Focus dude. If you are going to address my statements, then address what I was discussing. If you just want to spew out pointless God propaganda, go do it in another thread.",gee where does the analogy with computers show this nowhere focus dude if you are going to address my statements then address what i was discussing if you just want to spew out pointless god propaganda go do it in another thread,237,42,4.642857142857143,0,1,1,1
"You mean you've spent your good, hard-earned money on his revisionist follies? ROTFLOL!! You could have had a six pack to really make your day.",you mean you have spent your good hardearned money on his revisionist follies rotflol you could have had a six pack to really make your day,143,25,4.76,1,2,1,1
"FSM is not world-wide yet, but it is growing. Thank you for the consciousness raising by bringing attention to this glorious belief system. It has the advantage of being every bit as valid and supportable as either creationism or ID. More importantly, it's scripture is unambiguous on the origins of the universe.
It looks like you may have attracted a new adherent.
Ramen!",fsm is not worldwide yet but it is growing thank you for the consciousness raising by bringing attention to this glorious belief system it has the advantage of being every bit as valid and supportable as either creationism or id more importantly it is scripture is unambiguous on the origins of the universe it looks like you may have attracted a new adherent ramen,375,63,4.936507936507937,1,1,0,1
Dragons and Dinosaurs coexisting only recently? hmm when they did dissapear? Maybe Conan the Barbarian killed them all!,dragons and dinosaurs coexisting only recently hmm when they did dissapear maybe conan the barbarian killed them all,119,18,5.666666666666667,0,1,2,1
"Oh please, have you looked in any economics, business or law departments recently?",oh please have you looked in any economics business or law departments recently,82,13,5.384615384615385,0,0,1,1
I though the torture was just a result of the number of wing nuts there were around the place.,i though the torture was just a result of the number of wing nuts there were around the place,94,19,4.0,0,0,0,1
"The bible account is incomplete - Noah had two boats, the ark, and the arkuarium.",the bible account is incomplete noah had two boats the ark and the arkuarium,81,15,4.466666666666667,0,0,0,1
Once again archie squirms when the definition of regime is pointed out to him and it nullifies his claims.........,once again archie squirms when the definition of regime is pointed out to him and it nullifies his claims,114,19,5.052631578947368,0,0,0,1
"No, this is the point of the 10th amendment. Article 1 Section 8 applies to Congress...the 10th amendment grants all powers not listed to the states or people. 
The 14th amendment is not the ""federal government can do whatever"" amendment. 
",no this is the point of the th amendment article section applies to congressthe th amendment grants all powers not listed to the states or people the th amendment is not the federal government can do whatever amendment,242,40,4.95,2,0,0,1
"What case? You don't have a case, or a leg to stand on! emoticonXRolleyes",what case you do not have a case or a leg to stand on emoticonxrolleyes,73,14,4.285714285714286,1,1,1,1
"Dont mind him, hes just sticking up for his new boyfriendemoticonXLove",dont mind him hes just sticking up for his new boyfriendemoticonxlove,70,11,5.454545454545454,0,0,0,1
"Just to let you know you're welcome to come back and debate Islam, don't hurry, you've a lot of reading to catch up on.emoticonXHoho emoticonXLove",just to let you know you are welcome to come back and debate islam do not hurry you have a lot of reading to catch up onemoticonxhoho emoticonxlove,146,25,4.88,3,0,0,1
I think you need to breathe in a bag for a while..then maybe have a nap.,i think you need to breathe in a bag for a whilethen maybe have a nap,72,16,3.5625,0,0,0,1
"Did you notice how what I was responding to was said? I didn't think so. Your tunnel vision is showing again. 
",did you notice how what i was responding to was said i did not think so your tunnel vision is showing again,112,21,4.238095238095238,1,0,1,1
"Well then, I guess I must be a turkey-sandwich worshipper! emoticonXAngel",well then i guess i must be a turkeysandwich worshipper emoticonxangel,73,11,5.7272727272727275,0,1,0,1
"How's that coming along, by the way? Because IIRC Jesus said he'd be returning before the generation that saw him died out. And then every century afterwards, his return has been ""just around the corner"".
emoticonXRolleyes",how is that coming along by the way because iirc jesus said hed be returning before the generation that saw him died out and then every century afterwards his return has been just around the corner emoticonxrolleyes,223,36,5.194444444444445,4,0,1,1
"Archie, you have said so many incorrect things about evolution on this thread that it's hard to know where to begin. The idea that 'evolution teaches essentially that a fish walked out of the ocean and survived long enough to become a mammal 'springs readily to mind.
",archie you have said so many incorrect things about evolution on this thread that it is hard to know where to begin the idea that evolution teaches essentially that a fish walked out of the ocean and survived long enough to become a mammal springs readily to mind,269,47,4.702127659574468,3,0,0,1
"Really?!! I'm not aware of any kids being born to two gay biological parents (unless one is a lesbian and the other a gay man, that is).
",really i am not aware of any kids being born to two gay biological parents unless one is a lesbian and the other a gay man that is,138,27,4.074074074074074,1,2,1,1
"You put on ignore before and it didnt even last a single post.
Neither will this prance offemoticonXDonno",you put on ignore before and it didnt even last a single post neither will this prance offemoticonxdonno,106,18,4.888888888888889,0,0,0,1
.. I pointed it out in capitals in the hope that it may help you understand the point...did it work? Who knows,i pointed it out in capitals in the hope that it may help you understand the pointdid it work who knows,110,22,4.045454545454546,0,0,1,1
"It's returned! Now while you may be totally satisfied as to your knowledge of my psychology I am not of yours. Why has the black night maneuver returned? Is there some special trigger or are you just in a bad mood?
",it is returned now while you may be totally satisfied as to your knowledge of my psychology i am not of yours why has the black night maneuver returned is there some special trigger or are you just in a bad mood,216,41,4.2439024390243905,1,1,2,1
"Seriously, in part is Waxy saying, I was here first? (It's my forum, I'll whine if I want to.)",seriously in part is waxy saying i was here first it is my forum i will whine if i want to,94,19,4.0,2,0,1,1
"Did you go to college, Trebor? You might want to look up how ""pedophilia"" is spelled. LOL!! Then you can go have a beer with Orion and watch his head swivel.",did you go to college trebor you might want to look up how pedophilia is spelled lol then you can go have a beer with orion and watch his head swivel,157,31,4.096774193548387,2,2,1,1
"So the Bible proves the Bible right! Of course! Now I'm converted! emoticonXRolleyes
You know cyclical arguments are fallacies, right?",so the bible proves the bible right of course now i am converted emoticonxrolleyes you know cyclical arguments are fallacies right,135,20,5.75,1,3,1,1
"Well, if someday you have a real answer, feel free to post it.
Oh, and don't worry about me. I won't be holding my breath.",well if someday you have a real answer feel free to post it oh and do not worry about me i will not be holding my breath,123,25,3.92,2,0,0,1
"Yes yes yes. We know you are bigoted against any non-christian. I am sure that the out of context quotes are totally misrepresenting Islam. But, your out of context quotes totally misrepresent Judaism too.. so that is no surprise.",yes yes yes we know you are bigoted against any nonchristian i am sure that the out of context quotes are totally misrepresenting islam but your out of context quotes totally misrepresent judaism too so that is no surprise,230,39,4.923076923076923,0,0,0,1
I'd like to see how much wealth you can take with you to your grave.,i would like to see how much wealth you can take with you to your grave,68,15,3.6,1,0,0,1
"It will lose, mostly because it is true. Thanks for insulting instead of debating though.",it will lose mostly because it is true thanks for insulting instead of debating though,89,15,5.0,0,0,0,1
"...Which is quite easy to make out because the creationists have a few crackpots not doing real science, whereas the scientists are legion and do good research. How many other fields of mainstream science do you support a minority view of? 
",which is quite easy to make out because the creationists have a few crackpots not doing real science whereas the scientists are legion and do good research how many other fields of mainstream science do you support a minority view of,242,41,4.853658536585366,0,0,1,1
"As compared to ""Truth"" (capital T). Yes, creationist theocrats have this tendency to portray their subjective beliefs as truth, their wishful thinking as facts. No surprise there.
",as compared to truth capital t yes creationist theocrats have this tendency to portray their subjective beliefs as truth their wishful thinking as facts no surprise there,181,27,5.666666666666667,2,0,0,1
"Bravo, Penfold! You are the neatest pricker of balloons with the shortest of needles whom I have come across!
-",bravo penfold you are the neatest pricker of balloons with the shortest of needles whom i have come across,112,20,4.6,0,2,0,1
"Not quite sure what you are talking about, Iangb. And I really don't have time to crack the code so if you have a specific question, just ask it already.",not quite sure what you are talking about iangb and i really do not have time to crack the code so if you have a specific question just ask it already,153,30,4.133333333333334,1,0,0,1
